#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::00 - Foundation::Production

Ki + ya combo.	きゃ	kya	きゃ	sound: /kya/ — combination: き + small ゃ; palatal compound /kʲ/+/a/	[sound:b2b7e45bf39e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ki + yu combo.	きゅ	kyu	きゅ	sound: /kyu/ — combination: き + small ゅ; palatal compound /kʲ/+/ɯ/	[sound:298ab383a42d.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ki + yo combo.	きょ	kyo	きょ	sound: /kyo/ — combination: き + small ょ; palatal compound /kʲ/+/o/	[sound:d9ee3c16a677.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Shi + ya combo.	しゃ	sha	しゃ	sound: /ʃa/ — combination: し + small ゃ; palatalized sibilant + /a/	[sound:b6e3f9666c7a.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Shi + yu combo.	しゅ	shu	しゅ	sound: /ʃɯ/ — combination: し + small ゅ; romanized 'shu'	[sound:64d073703829.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Shi + yo combo.	しょ	sho	しょ	sound: /ʃo/ — combination: し + small ょ; romanized 'sho'	[sound:7a5aea55155b.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Chi + ya combo.	ちゃ	cha	ちゃ	sound: /tʃa/ — combination: ち + small ゃ; affricate + /a/; romanized 'cha'	[sound:062957be362f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Chi + yu combo.	ちゅ	chu	ちゅ	sound: /tʃɯ/ — combination: ち + small ゅ; romanized 'chu'	[sound:619fdc4f9348.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Chi + yo combo.	ちょ	cho	ちょ	sound: /tʃo/ — combination: ち + small ょ; romanized 'cho'	[sound:4def51326a2d.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ni + ya combo.	にゃ	nya	にゃ	sound: /nʲa/ — combination: に + small ゃ; palatalized nasal + /a/	[sound:be4c29664dfd.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ni + yu combo.	にゅ	nyu	にゅ	sound: /nʲɯ/ — combination: に + small ゅ; palatalized nasal + /ɯ/	[sound:658da3d97ec6.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ni + yo combo.	にょ	nyo	にょ	sound: /nʲo/ — combination: に + small ょ; palatalized nasal + /o/	[sound:0954bcc57525.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Hi + ya combo.	ひゃ	hya	ひゃ	sound: /hʲa/ — combination: ひ + small ゃ; palatal fricative + /a/	[sound:f28cd0be883a.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Hi + yu combo.	ひゅ	hyu	ひゅ	sound: /hʲɯ/ — combination: ひ + small ゅ; palatal fricative + /ɯ/	[sound:e0e6bdfbd67b.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Hi + yo combo.	ひょ	hyo	ひょ	sound: /hʲo/ — combination: ひ + small ょ; palatal fricative + /o/	[sound:0627f890934c.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Mi + ya combo.	みゃ	mya	みゃ	sound: /mʲa/ — combination: み + small ゃ; palatalized nasal /m/+/a/	[sound:0eb0633f6c68.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Mi + yu combo.	みゅ	myu	みゅ	sound: /mʲɯ/ — combination: み + small ゅ; palatalized nasal /m/+/ɯ/	[sound:5bd384349a78.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Mi + yo combo.	みょ	myo	みょ	sound: /mʲo/ — combination: み + small ょ; palatalized nasal /m/+/o/	[sound:6617e33d9583.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ri + ya combo.	りゃ	rya	りゃ	sound: /rʲa/ — combination: り + small ゃ; palatalized flap /r/+/a/	[sound:f58558332c0c.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ri + yu combo.	りゅ	ryu	りゅ	sound: /rʲɯ/ — combination: り + small ゅ; palatalized flap /r/+/ɯ/	[sound:73c41f0e483e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ri + yo combo.	りょ	ryo	りょ	sound: /rʲo/ — combination: り + small ょ; palatalized flap /r/+/o/	[sound:1ab62bb6d7b6.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Gi + ya combo.	ぎゃ	gya	ぎゃ	sound: /gʲa/ — combination: voiced velar ぎ + small ゃ; /g/+/a/	[sound:95e3d0ad8f6f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Gi + yu combo.	ぎゅ	gyu	ぎゅ	sound: /gʲɯ/ — combination: voiced velar ぎ + small ゅ; /g/+/ɯ/	[sound:81a5e9e8a034.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Gi + yo combo.	ぎょ	gyo	ぎょ	sound: /gʲo/ — combination: voiced velar ぎ + small ょ; /g/+/o/	[sound:08831cb24c9b.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ji + ya combo.	じゃ	ja	じゃ	sound: /dʑa/ — combination: じ + small ゃ; voiced affricate + /a/; 'ja'	[sound:d91490197bd6.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ji + yu combo.	じゅ	ju	じゅ	sound: /dʑɯ/ — combination: じ + small ゅ; voiced affricate; 'ju'	[sound:567ca1db796e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Ji + yo combo.	じょ	jo	じょ	sound: /dʑo/ — combination: じ + small ょ; voiced affricate; 'jo'	[sound:115759838422.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Bi + ya combo.	びゃ	bya	びゃ	sound: /bʲa/ — combination: voiced bilabial び + small ゃ; /b/+/a/	[sound:4d8780b09f52.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Bi + yu combo.	びゅ	byu	びゅ	sound: /bʲɯ/ — combination: voiced bilabial び + small ゅ; /b/+/ɯ/	[sound:747dbd8ebca5.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Bi + yo combo.	びょ	byo	びょ	sound: /bʲo/ — combination: voiced bilabial び + small ょ; /b/+/o/	[sound:0a1cc845facd.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Pi + ya combo.	ぴゃ	pya	ぴゃ	sound: /pʲa/ — combination: handakuten ぴ + small ゃ; bilabial /p/+/a/	[sound:ef826d2af5c0.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Pi + yu combo.	ぴゅ	pyu	ぴゅ	sound: /pʲɯ/ — combination: handakuten ぴ + small ゅ; bilabial /p/+/ɯ/	[sound:984576b5cea2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Pi + yo combo.	ぴょ	pyo	ぴょ	sound: /pʲo/ — combination: handakuten ぴ + small ょ; bilabial /p/+/o/	[sound:220216f18a88.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
