#columns:point_slug	jlpt	module	bunpro_id	tofugu_url	imabi_url	shinkanzen_ref	djg_page	notes

ごとに	n4	02-n4	bunpro:ごとに			sk:auto/n4	djg:bunpro/ごとに	strict-deck; bunpro:ごとに; ごとに; Each, Every
ごろ	n4	02-n4	bunpro:ごろ			sk:auto/n4	djg:bunpro/ごろ	strict-deck; bunpro:ごろ; ごろ; Around, About
さ	n4	02-n4	bunpro:さ			sk:auto/n4	djg:bunpro/さ	strict-deck; bunpro:さ; さ; Converting adjectives to nouns
し-し	n4	02-n4	bunpro:し-し			sk:auto/n4	djg:bunpro/し-し	strict-deck; bunpro:し-し; し～し ; And, Giving reasons
しか-ない	n4	02-n4	bunpro:しか-ない			sk:auto/n4	djg:bunpro/しか-ない	strict-deck; bunpro:しか-ない; しか～ない ; There's only, Nothing but
じゃないか	n4	02-n4	bunpro:じゃないか			sk:auto/n4	djg:bunpro/じゃないか	strict-deck; bunpro:じゃないか; じゃないか; Isn't it?, Is it not?
すくなくない	n4	02-n4	bunpro:すくなくない			sk:auto/n4	djg:bunpro/すくなくない	strict-deck; bunpro:すくなくない; すくなくない; Quite a few, Quite a lot, Many, Not a few, Not a little
すこしも-ない	n4	02-n4	bunpro:すこしも-ない			sk:auto/n4	djg:bunpro/すこしも-ない	strict-deck; bunpro:すこしも-ない; すこしも～ない; Not even a little, Not at all, Not in the least, Never
する-cost	n4	02-n4	bunpro:する-cost			sk:auto/n4	djg:bunpro/する-cost	strict-deck; bunpro:する-cost; する (Cost); Cost (money), Run you about (a certain price)
する-wear	n4	02-n4	bunpro:する-wear			sk:auto/n4	djg:bunpro/する-wear	strict-deck; bunpro:する-wear; する (Have/Wear); Have (a feature), Wear (an accessory)
ずっと1	n4	02-n4	bunpro:ずっと1			sk:auto/n4	djg:bunpro/ずっと1	strict-deck; bunpro:ずっと1; ずっと ①; Continuously, All throughout, Entire time, Ever (since), The whole time, All the way
ぜんぜん	n4	02-n4	bunpro:ぜんぜん			sk:auto/n4	djg:bunpro/ぜんぜん	strict-deck; bunpro:ぜんぜん; ぜんぜん; (Not) at all
そう	n4	02-n4	bunpro:そう			sk:auto/n4	djg:bunpro/そう	strict-deck; bunpro:そう; そう ; Look like, Appear, Seem, Have a feeling that
そういう	n4	02-n4	bunpro:そういう			sk:auto/n4	djg:bunpro/そういう	strict-deck; bunpro:そういう; そういう; Like that, Kind of
そうに-そうな	n4	02-n4	bunpro:そうに-そうな			sk:auto/n4	djg:bunpro/そうに-そうな	strict-deck; bunpro:そうに-そうな; そうに・そうな ; Seem, Look like, Sound
それで	n4	02-n4	bunpro:それで			sk:auto/n4	djg:bunpro/それで	strict-deck; bunpro:それで; それで; Because of that, So?, And then?, Therefore, With that
それでも	n4	02-n4	bunpro:それでも			sk:auto/n4	djg:bunpro/それでも	strict-deck; bunpro:それでも; それでも; But still, And yet, Even so, Nevertheless
それに	n4	02-n4	bunpro:それに			sk:auto/n4	djg:bunpro/それに	strict-deck; bunpro:それに; それに; And, Besides, Moreover, In addition
そんな-こんな-あんな-どんな	n4	02-n4	bunpro:そんな-こんな-あんな-どんな			sk:auto/n4	djg:bunpro/そんな-こんな-あんな-どんな	strict-deck; bunpro:そんな-こんな-あんな-どんな; そんな・こんな・あんな・どんな; Such a・Kind of, Something like ~
そんなに	n4	02-n4	bunpro:そんなに			sk:auto/n4	djg:bunpro/そんなに	strict-deck; bunpro:そんなに; そんなに; So (much), That much, Like that
たがる	n4	02-n4	bunpro:たがる			sk:auto/n4	djg:bunpro/たがる	strict-deck; bunpro:たがる; たがる; To want to (Third person)
たとえば	n4	02-n4	bunpro:たとえば			sk:auto/n4	djg:bunpro/たとえば	strict-deck; bunpro:たとえば; たとえば; For example
たところだ	n4	02-n4	bunpro:たところだ			sk:auto/n4	djg:bunpro/たところだ	strict-deck; bunpro:たところだ; たところだ; Just finished doing, Was just doing
たばかり	n4	02-n4	bunpro:たばかり			sk:auto/n4	djg:bunpro/たばかり	strict-deck; bunpro:たばかり; たばかり; Just did, Something just happened
たら	n4	02-n4	bunpro:たら			sk:auto/n4	djg:bunpro/たら	strict-deck; bunpro:たら; たら; When, From when, Just when, If
たらどう	n4	02-n4	bunpro:たらどう			sk:auto/n4	djg:bunpro/たらどう	strict-deck; bunpro:たらどう; たらどう; Why don't you...?, What if you did...?
だいたい	n4	02-n4	bunpro:だいたい			sk:auto/n4	djg:bunpro/だいたい	strict-deck; bunpro:だいたい; だいたい; Most・mostly, Adequately・generally, For the most part, Roughly・approximately, In the first place
だが・ですが	n4	02-n4	bunpro:だが・ですが			sk:auto/n4	djg:bunpro/だが・ですが	strict-deck; bunpro:だが・ですが; だが・ですが; But, Still, However, Nevertheless
だけで	n4	02-n4	bunpro:だけで			sk:auto/n4	djg:bunpro/だけで	strict-deck; bunpro:だけで; だけで; Just by, Just with
だけでなく	n4	02-n4	bunpro:だけでなく			sk:auto/n4	djg:bunpro/だけでなく	strict-deck; bunpro:だけでなく; だけでなく; Not only… but also
だす	n4	02-n4	bunpro:だす			sk:auto/n4	djg:bunpro/だす	strict-deck; bunpro:だす; だす; To suddenly begin, To start doing
だんだん	n4	02-n4	bunpro:だんだん			sk:auto/n4	djg:bunpro/だんだん	strict-deck; bunpro:だんだん; だんだん; Gradually, Little by little, Step by step
って感じ	n4	02-n4	bunpro:って感じ			sk:auto/n4	djg:bunpro/って感じ	strict-deck; bunpro:って感じ; って感じ; Kind of thing, Kind of vibe, Kind of feeling
つづける	n4	02-n4	bunpro:つづける			sk:auto/n4	djg:bunpro/つづける	strict-deck; bunpro:つづける; つづける; To continue
づらい	n4	02-n4	bunpro:づらい			sk:auto/n4	djg:bunpro/づらい	strict-deck; bunpro:づらい; づらい; Hard to, Tough to, Painful to, Difficult to
てあげる	n4	02-n4	bunpro:てあげる			sk:auto/n4	djg:bunpro/てあげる	strict-deck; bunpro:てあげる; てあげる; To do something for someone, As a favor for
てある	n4	02-n4	bunpro:てある			sk:auto/n4	djg:bunpro/てある	strict-deck; bunpro:てある; てある ; Something is done, Has been done, Remaining state
ていく	n4	02-n4	bunpro:ていく			sk:auto/n4	djg:bunpro/ていく	strict-deck; bunpro:ていく; ていく; To ~ and go, To go on, To start
ていた	n4	02-n4	bunpro:ていた			sk:auto/n4	djg:bunpro/ていた	strict-deck; bunpro:ていた; ていた ; Was doing ~
ていただけませんか	n4	02-n4	bunpro:ていただけませんか			sk:auto/n4	djg:bunpro/ていただけませんか	strict-deck; bunpro:ていただけませんか; ていただけませんか; Won't you, Could you please (Humble request)
ているあいだに	n4	02-n4	bunpro:ているあいだに			sk:auto/n4	djg:bunpro/ているあいだに	strict-deck; bunpro:ているあいだに; ているあいだに; While, During the time that ~
ているところだ	n4	02-n4	bunpro:ているところだ			sk:auto/n4	djg:bunpro/ているところだ	strict-deck; bunpro:ているところだ; ているところだ; In the process of doing ~ right now/at this moment
ておく	n4	02-n4	bunpro:ておく			sk:auto/n4	djg:bunpro/ておく	strict-deck; bunpro:ておく; ておく; To do something in advance
てくる	n4	02-n4	bunpro:てくる			sk:auto/n4	djg:bunpro/てくる	strict-deck; bunpro:てくる; てくる ; To come to, To become, To continue, To be starting to, Has been ~ing
てくれてありがとう	n4	02-n4	bunpro:てくれてありがとう			sk:auto/n4	djg:bunpro/てくれてありがとう	strict-deck; bunpro:てくれてありがとう; てくれてありがとう; Thank you for ~ ing
てくれない-てもらえない	n4	02-n4	bunpro:てくれない-てもらえない			sk:auto/n4	djg:bunpro/てくれない-てもらえない	strict-deck; bunpro:てくれない-てもらえない; てくれない・てもらえない; Won't you?, Will you?, Could you?, Can you?, Would you?
てくれる	n4	02-n4	bunpro:てくれる			sk:auto/n4	djg:bunpro/てくれる	strict-deck; bunpro:てくれる; てくれる; To do something for someone (usually you)
てしまう-ちゃう	n4	02-n4	bunpro:てしまう-ちゃう			sk:auto/n4	djg:bunpro/てしまう-ちゃう	strict-deck; bunpro:てしまう-ちゃう; てしまう・ちゃう; To do something by accident, To finish completely・totally, Unfortunately
てすみません	n4	02-n4	bunpro:てすみません			sk:auto/n4	djg:bunpro/てすみません	strict-deck; bunpro:てすみません; てすみません; I'm sorry for
てほしい	n4	02-n4	bunpro:てほしい			sk:auto/n4	djg:bunpro/てほしい	strict-deck; bunpro:てほしい; てほしい; I want you to
てみる	n4	02-n4	bunpro:てみる			sk:auto/n4	djg:bunpro/てみる	strict-deck; bunpro:てみる; てみる; To try to
ても	n4	02-n4	bunpro:ても			sk:auto/n4	djg:bunpro/ても	strict-deck; bunpro:ても; ても; Even if, Even though
てもらう	n4	02-n4	bunpro:てもらう			sk:auto/n4	djg:bunpro/てもらう	strict-deck; bunpro:てもらう; てもらう; To get someone to do, To have someone do
てよかった	n4	02-n4	bunpro:てよかった			sk:auto/n4	djg:bunpro/てよかった	strict-deck; bunpro:てよかった; てよかった; I'm glad that
でございます	n4	02-n4	bunpro:でございます			sk:auto/n4	djg:bunpro/でございます	strict-deck; bunpro:でございます; でございます; To be, Polite copula
でできる-からできる	n4	02-n4	bunpro:でできる-からできる			sk:auto/n4	djg:bunpro/でできる-からできる	strict-deck; bunpro:でできる-からできる; でできる・からできる; Made of, Made from, Produced from, Come from
でも	n4	02-n4	bunpro:でも			sk:auto/n4	djg:bunpro/でも	strict-deck; bunpro:でも; でも; Or something,  Any... (with question words), No matter (who)
でも-でも	n4	02-n4	bunpro:でも-でも			sk:auto/n4	djg:bunpro/でも-でも	strict-deck; bunpro:でも-でも; 〜でも 〜でも; Whether ~ or, Neither ~ or
と-conditional	n4	02-n4	bunpro:と-conditional			sk:auto/n4	djg:bunpro/と-conditional	strict-deck; bunpro:と-conditional; と; If, When, Whenever, And, [Conditional]
と-と-どちらが	n4	02-n4	bunpro:と-と-どちらが			sk:auto/n4	djg:bunpro/と-と-どちらが	strict-deck; bunpro:と-と-どちらが; と～と、どちらが ; Between ~ which one
といい	n4	02-n4	bunpro:といい			sk:auto/n4	djg:bunpro/といい	strict-deck; bunpro:といい; といい; I hope, I wish, You should, It would be good
ということ	n4	02-n4	bunpro:ということ			sk:auto/n4	djg:bunpro/ということ	strict-deck; bunpro:ということ; ということ; ~ing, The ~ that ~ (Nominalization)
といってもいい	n4	02-n4	bunpro:といってもいい			sk:auto/n4	djg:bunpro/といってもいい	strict-deck; bunpro:といってもいい; といってもいい; You could say, You might say
といわれている	n4	02-n4	bunpro:といわれている			sk:auto/n4	djg:bunpro/といわれている	strict-deck; bunpro:といわれている; といわれている; It is said that, Is known as
とうとう	n4	02-n4	bunpro:とうとう			sk:auto/n4	djg:bunpro/とうとう	strict-deck; bunpro:とうとう; とうとう; Finally, After all
とおもう	n4	02-n4	bunpro:とおもう			sk:auto/n4	djg:bunpro/とおもう	strict-deck; bunpro:とおもう; とおもう; I think
とか-とか	n4	02-n4	bunpro:とか-とか			sk:auto/n4	djg:bunpro/とか-とか	strict-deck; bunpro:とか-とか; とか～とか; Among other things, For example, Such as
とかんがえられている	n4	02-n4	bunpro:とかんがえられている			sk:auto/n4	djg:bunpro/とかんがえられている	strict-deck; bunpro:とかんがえられている; とかんがえられている; Is considered, Is thought of as
とき	n4	02-n4	bunpro:とき			sk:auto/n4	djg:bunpro/とき	strict-deck; bunpro:とき; とき; When, At the time of
ときいた	n4	02-n4	bunpro:ときいた			sk:auto/n4	djg:bunpro/ときいた	strict-deck; bunpro:ときいた; ときいた; I heard that
とされている	n4	02-n4	bunpro:とされている			sk:auto/n4	djg:bunpro/とされている	strict-deck; bunpro:とされている; とされている; To be considered, To be deemed, Be regarded as, Be accepted as, To be said, To be accredited with
とみえる	n4	02-n4	bunpro:とみえる			sk:auto/n4	djg:bunpro/とみえる	strict-deck; bunpro:とみえる; とみえる; It seems that, It can be deduced, One can conclude that
どんどん	n4	02-n4	bunpro:どんどん			sk:auto/n4	djg:bunpro/どんどん	strict-deck; bunpro:どんどん; どんどん; Progressively, Rapidly increasing, More and more
ない-はない	n4	02-n4	bunpro:ない-はない			sk:auto/n4	djg:bunpro/ない-はない	strict-deck; bunpro:ない-はない; ～ない～はない; There is not ~ that is not/does not
ないで	n4	02-n4	bunpro:ないで			sk:auto/n4	djg:bunpro/ないで	strict-deck; bunpro:ないで; ないで; Without doing, Not ~ and ~
ないと	n4	02-n4	bunpro:ないと			sk:auto/n4	djg:bunpro/ないと	strict-deck; bunpro:ないと; ないと; Must, Have to
なおす	n4	02-n4	bunpro:なおす			sk:auto/n4	djg:bunpro/なおす	strict-deck; bunpro:なおす; なおす; To do over, To redo
ながら	n4	02-n4	bunpro:ながら			sk:auto/n4	djg:bunpro/ながら	strict-deck; bunpro:ながら; ながら; While ~ing, During, As
なくて	n4	02-n4	bunpro:なくて			sk:auto/n4	djg:bunpro/なくて	strict-deck; bunpro:なくて; なくて; Not ~ and, Not so, Because not (Examples)
なくて-conjunction	n4	02-n4	bunpro:なくて-conjunction			sk:auto/n4	djg:bunpro/なくて-conjunction	strict-deck; bunpro:なくて-conjunction; なくて; To not ~ and ~, Not ~ and ~ (Conjugations)
なくてもいい	n4	02-n4	bunpro:なくてもいい			sk:auto/n4	djg:bunpro/なくてもいい	strict-deck; bunpro:なくてもいい; なくてもいい; Don't have to
なければいけない	n4	02-n4	bunpro:なければいけない			sk:auto/n4	djg:bunpro/なければいけない	strict-deck; bunpro:なければいけない; なければいけない; Must do, Have to do
なければならない	n4	02-n4	bunpro:なければならない			sk:auto/n4	djg:bunpro/なければならない	strict-deck; bunpro:なければならない; なければならない; Must do, Have to do
なさい	n4	02-n4	bunpro:なさい			sk:auto/n4	djg:bunpro/なさい	strict-deck; bunpro:なさい; なさい; Command to do
なさる	n4	02-n4	bunpro:なさる			sk:auto/n4	djg:bunpro/なさる	strict-deck; bunpro:なさる; なさる; To do (Honorific)
など	n4	02-n4	bunpro:など			sk:auto/n4	djg:bunpro/など	strict-deck; bunpro:など; など; Such as, Things like, Etc., And so on
なら	n4	02-n4	bunpro:なら			sk:auto/n4	djg:bunpro/なら	strict-deck; bunpro:なら; なら; Were it, If, If it's the case, As for (Conditional)
なるべく	n4	02-n4	bunpro:なるべく			sk:auto/n4	djg:bunpro/なるべく	strict-deck; bunpro:なるべく; なるべく; As ~ as possible, Wherever practicable
なん-counter-か	n4	02-n4	bunpro:なん-counter-か			sk:auto/n4	djg:bunpro/なん-counter-か	strict-deck; bunpro:なん-counter-か; なん + counter + か; Some, Several, A few
に-frequency	n4	02-n4	bunpro:に-frequency			sk:auto/n4	djg:bunpro/に-frequency	strict-deck; bunpro:に-frequency; に (Frequency); Times (In each time period), Every, Frequency of
にきがつく	n4	02-n4	bunpro:にきがつく			sk:auto/n4	djg:bunpro/にきがつく	strict-deck; bunpro:にきがつく; にきがつく; To notice (that), To realize (that)
にくい	n4	02-n4	bunpro:にくい			sk:auto/n4	djg:bunpro/にくい	strict-deck; bunpro:にくい; にくい; Difficult to, Hard to
にする-くする	n4	02-n4	bunpro:にする-くする			sk:auto/n4	djg:bunpro/にする-くする	strict-deck; bunpro:にする-くする; ～にする・～くする; Adjective + する, To make something/someone (more)
にみえる	n4	02-n4	bunpro:にみえる			sk:auto/n4	djg:bunpro/にみえる	strict-deck; bunpro:にみえる; にみえる; To look, To seem, To appear
のだろうか	n4	02-n4	bunpro:のだろうか			sk:auto/n4	djg:bunpro/のだろうか	strict-deck; bunpro:のだろうか; ～のだろうか; I wonder...
のなかで	n4	02-n4	bunpro:のなかで			sk:auto/n4	djg:bunpro/のなかで	strict-deck; bunpro:のなかで; のなかで; In, Among, Within
のに-despite	n4	02-n4	bunpro:のに-despite			sk:auto/n4	djg:bunpro/のに-despite	strict-deck; bunpro:のに-despite; のに ; Despite, Although, Even though
のように-のような	n4	02-n4	bunpro:のように-のような			sk:auto/n4	djg:bunpro/のように-のような	strict-deck; bunpro:のように-のような; のように・のような ; Like (Noun), Similar to (Noun)
の次に	n4	02-n4	bunpro:の次に			sk:auto/n4	djg:bunpro/の次に	strict-deck; bunpro:の次に; の次に; Next to (rank), Second to, Ranked after
は-の一つだ	n4	02-n4	bunpro:は-の一つだ			sk:auto/n4	djg:bunpro/は-の一つだ	strict-deck; bunpro:は-の一つだ; ～は～の一つだ; 〜 is one of (many) 〜
はじめる	n4	02-n4	bunpro:はじめる			sk:auto/n4	djg:bunpro/はじめる	strict-deck; bunpro:はじめる; はじめる; To start, To begin to
はずがない	n4	02-n4	bunpro:はずがない			sk:auto/n4	djg:bunpro/はずがない	strict-deck; bunpro:はずがない; はずがない; Hardly possible, Cannot be, Highly unlikely, Improbable
はずだ	n4	02-n4	bunpro:はずだ			sk:auto/n4	djg:bunpro/はずだ	strict-deck; bunpro:はずだ; はずだ; Bound to (be), Expected to (be), Should be (able)
ば	n4	02-n4	bunpro:ば			sk:auto/n4	djg:bunpro/ば	strict-deck; bunpro:ば; ば; If… then, (Conditional)
ばあいは	n4	02-n4	bunpro:ばあいは			sk:auto/n4	djg:bunpro/ばあいは	strict-deck; bunpro:ばあいは; ばあいは; In the event of, In the case of
ばよかった	n4	02-n4	bunpro:ばよかった			sk:auto/n4	djg:bunpro/ばよかった	strict-deck; bunpro:ばよかった; ばよかった; Should have, I wish, It would have been better to
ひつようがある	n4	02-n4	bunpro:ひつようがある			sk:auto/n4	djg:bunpro/ひつようがある	strict-deck; bunpro:ひつようがある; ひつようがある; It is necessary to
ほかにも-ほかには	n4	02-n4	bunpro:ほかにも-ほかには			sk:auto/n4	djg:bunpro/ほかにも-ほかには	strict-deck; bunpro:ほかにも-ほかには; ほかに(も)・ほか(に)は; Other, Another, Any other, Anything else, As well as, Besides, In addition
ほとんど	n4	02-n4	bunpro:ほとんど			sk:auto/n4	djg:bunpro/ほとんど	strict-deck; bunpro:ほとんど; ほとんど; Almost all, Most, Hardly any, Few (Adverbial noun)
まい-のように	n4	02-n4	bunpro:まい-のように			sk:auto/n4	djg:bunpro/まい-のように	strict-deck; bunpro:まい-のように; まい～のように; Almost every ~, Nearly every ~, On a ~ basis
まず	n4	02-n4	bunpro:まず			sk:auto/n4	djg:bunpro/まず	strict-deck; bunpro:まず; まず; To start with, Firstly
また	n4	02-n4	bunpro:また			sk:auto/n4	djg:bunpro/また	strict-deck; bunpro:また; また; Also, As well, Moreover, Again, Additionally
まで	n4	02-n4	bunpro:まで			sk:auto/n4	djg:bunpro/まで	strict-deck; bunpro:まで; まで; Even, To even, To the extent of
までに	n4	02-n4	bunpro:までに			sk:auto/n4	djg:bunpro/までに	strict-deck; bunpro:までに; までに; By ~, By the time that ~, Before ~
みたい	n4	02-n4	bunpro:みたい			sk:auto/n4	djg:bunpro/みたい	strict-deck; bunpro:みたい; みたい; Like, Similar to, Resembling
みたいに-みたいな	n4	02-n4	bunpro:みたいに-みたいな			sk:auto/n4	djg:bunpro/みたいに-みたいな	strict-deck; bunpro:みたいに-みたいな; みたいに・みたいな; Like, Similar to, Resembling
もし	n4	02-n4	bunpro:もし			sk:auto/n4	djg:bunpro/もし	strict-deck; bunpro:もし; もし; If (For emphasis)
やすい	n4	02-n4	bunpro:やすい			sk:auto/n4	djg:bunpro/やすい	strict-deck; bunpro:やすい; やすい; Easy to, Likely to
よう-おう	n4	02-n4	bunpro:よう-おう			sk:auto/n4	djg:bunpro/よう-おう	strict-deck; bunpro:よう-おう; Verb[よう]; Let's, I shall (Casual volitional)
ようだ	n4	02-n4	bunpro:ようだ			sk:auto/n4	djg:bunpro/ようだ	strict-deck; bunpro:ようだ; ようだ; It seems that, It appears that, It looks like
ようと思う-おうと思う	n4	02-n4	bunpro:ようと思う-おうと思う			sk:auto/n4	djg:bunpro/ようと思う-おうと思う	strict-deck; bunpro:ようと思う-おうと思う; 〜ようと思う・〜おうと思う; I think I will, I think I shall, Going to, Gonna (Volitional + と思う)
ように	n4	02-n4	bunpro:ように			sk:auto/n4	djg:bunpro/ように	strict-deck; bunpro:ように; ように; So that, In order to, In such a way that
ように-てほしい	n4	02-n4	bunpro:ように-てほしい			sk:auto/n4	djg:bunpro/ように-てほしい	strict-deck; bunpro:ように-てほしい; ように～てほしい; Want ~ to ~ like ~, Want ~ to be able to ~, Want ~ to ~ in the way of ~
ように-ような	n4	02-n4	bunpro:ように-ような			sk:auto/n4	djg:bunpro/ように-ような	strict-deck; bunpro:ように-ような; ように・ような; As・like, Just like
ようにいう	n4	02-n4	bunpro:ようにいう			sk:auto/n4	djg:bunpro/ようにいう	strict-deck; bunpro:ようにいう; ようにいう; To tell, request, or order to do (in such a way)
ようにいのる	n4	02-n4	bunpro:ようにいのる			sk:auto/n4	djg:bunpro/ようにいのる	strict-deck; bunpro:ようにいのる; ようにいのる; Pray that/for, Hope that/for, Keep fingers crossed that
ようにする	n4	02-n4	bunpro:ようにする			sk:auto/n4	djg:bunpro/ようにする	strict-deck; bunpro:ようにする; ようにする; To try to, To make sure to, To endeavor to
ようになる	n4	02-n4	bunpro:ようになる			sk:auto/n4	djg:bunpro/ようになる	strict-deck; bunpro:ようになる; ようになる; To reach the point that, To come to be that, To turn into
よていだ	n4	02-n4	bunpro:よていだ			sk:auto/n4	djg:bunpro/よていだ	strict-deck; bunpro:よていだ; よていだ; Plan to, Intend to
より	n4	02-n4	bunpro:より			sk:auto/n4	djg:bunpro/より	strict-deck; bunpro:より; より; More than, Over
ら	n4	02-n4	bunpro:ら			sk:auto/n4	djg:bunpro/ら	strict-deck; bunpro:ら; ～ら; We, Them, They, These, Those
らしい1	n4	02-n4	bunpro:らしい1			sk:auto/n4	djg:bunpro/らしい1	strict-deck; bunpro:らしい1; らしい ①; Seems like, Apparently, I heard
らしい2	n4	02-n4	bunpro:らしい2			sk:auto/n4	djg:bunpro/らしい2	strict-deck; bunpro:らしい2; らしい ②; typical of, -ish・like, appropriate for, becoming of, befitting
るところだ	n4	02-n4	bunpro:るところだ			sk:auto/n4	djg:bunpro/るところだ	strict-deck; bunpro:るところだ; るところだ; About to, On the verge of
んだけど-んですが	n4	02-n4	bunpro:んだけど-んですが			sk:auto/n4	djg:bunpro/んだけど-んですが	strict-deck; bunpro:んだけど-んですが; んだけど・んですが; But..., And...
代	n4	02-n4	bunpro:代			sk:auto/n4	djg:bunpro/代	strict-deck; bunpro:代; ～代; Teens, Twenties, Thirties, 1910s, 20s/30s
以上1	n4	02-n4	bunpro:以上1			sk:auto/n4	djg:bunpro/以上1	strict-deck; bunpro:以上1; 以上 ①; More than (or equal to), Over・(and) above, Any more・Greater, Exceeding
化する	n4	02-n4	bunpro:化する			sk:auto/n4	djg:bunpro/化する	strict-deck; bunpro:化する; 化する; -ification, -ization, To make something, To change, To become, Transform into
各	n4	02-n4	bunpro:各			sk:auto/n4	djg:bunpro/各	strict-deck; bunpro:各; 各; Each, Every, Respective, Various
命令形	n4	02-n4	bunpro:命令形			sk:auto/n4	djg:bunpro/命令形	strict-deck; bunpro:命令形; 命令形; (Verb)!, Do (something)!
真(っ)	n4	02-n4	bunpro:真(っ)			sk:auto/n4	djg:bunpro/真(っ)	strict-deck; bunpro:真(っ); 真(っ); Completely, Exactly, Right
聞こえる	n4	02-n4	bunpro:聞こえる			sk:auto/n4	djg:bunpro/聞こえる	strict-deck; bunpro:聞こえる; 聞こえる; To be audible, To sound (like), (Can) hear, To be heard
見える	n4	02-n4	bunpro:見える			sk:auto/n4	djg:bunpro/見える	strict-deck; bunpro:見える; 見える; To be visible, To seem, To be in sight
風	n4	02-n4	bunpro:風			sk:auto/n4	djg:bunpro/風	strict-deck; bunpro:風; 風; -style, Way, Fashion
-ようとしない	n3	03-n3	bunpro:-ようとしない			sk:auto/n3	djg:bunpro/-ようとしない	strict-deck; bunpro:-ようとしない; 〜ようとしない; Not willing to, Not make an effort to, To not attempt or try to, Volitional + としない
noun-型	n3	03-n3	bunpro:noun-型			sk:auto/n3	djg:bunpro/noun-型	strict-deck; bunpro:noun-型; Noun＋型; Model, Type, Pattern, Kind, Shape, Size(d)
particle-の	n3	03-n3	bunpro:particle-の			sk:auto/n3	djg:bunpro/particle-の	strict-deck; bunpro:particle-の; Particle + の; Combined particles
verb-volitional-としたが	n3	03-n3	bunpro:verb-volitional-としたが			sk:auto/n3	djg:bunpro/verb-volitional-としたが	strict-deck; bunpro:verb-volitional-としたが; Verb[volitional] + としたが; Tried to ~ but ~, Was about to ~ but ~, Was going to ~ but ~
verb-volitionalとする	n3	03-n3	bunpro:verb-volitionalとする			sk:auto/n3	djg:bunpro/verb-volitionalとする	strict-deck; bunpro:verb-volitionalとする; Verb[volitional]とする; Try to, Attempt to, To be about to
あまり	n3	03-n3	bunpro:あまり			sk:auto/n3	djg:bunpro/あまり	strict-deck; bunpro:あまり; あまり; So much...that
あまりに	n3	03-n3	bunpro:あまりに			sk:auto/n3	djg:bunpro/あまりに	strict-deck; bunpro:あまりに; あまりに; So much...that, (Way) too...
あり	n3	03-n3	bunpro:あり			sk:auto/n3	djg:bunpro/あり	strict-deck; bunpro:あり; あり; Possibility, To have, With
あるいは	n3	03-n3	bunpro:あるいは			sk:auto/n3	djg:bunpro/あるいは	strict-deck; bunpro:あるいは; あるいは; Or, Possibly, Maybe, Perhaps, Or possibly
いくら-でも	n3	03-n3	bunpro:いくら-でも			sk:auto/n3	djg:bunpro/いくら-でも	strict-deck; bunpro:いくら-でも; いくら〜でも; No matter how (much)
うちに	n3	03-n3	bunpro:うちに			sk:auto/n3	djg:bunpro/うちに	strict-deck; bunpro:うちに; うちに; While, During
おかげで	n3	03-n3	bunpro:おかげで			sk:auto/n3	djg:bunpro/おかげで	strict-deck; bunpro:おかげで; おかげで; Thanks to, Because of
おきに	n3	03-n3	bunpro:おきに			sk:auto/n3	djg:bunpro/おきに	strict-deck; bunpro:おきに; おきに; Repeated at intervals, Every other, Every, At intervals of
かけ	n3	03-n3	bunpro:かけ			sk:auto/n3	djg:bunpro/かけ	strict-deck; bunpro:かけ; かけ; Half-, Not yet finished, About to, Begin to
かというと1	n3	03-n3	bunpro:かというと1			sk:auto/n3	djg:bunpro/かというと1	strict-deck; bunpro:かというと1; ～かというと ①; Why? Well..., Why? Because..., If you ask me why..., The reason why is..., It is because...
かというと2	n3	03-n3	bunpro:かというと2			sk:auto/n3	djg:bunpro/かというと2	strict-deck; bunpro:かというと2; ～かというと ②; If you ask me..., If I had to say, If I were to say, If I were to choose one, I'd rather
かなり	n3	03-n3	bunpro:かなり			sk:auto/n3	djg:bunpro/かなり	strict-deck; bunpro:かなり; かなり; Quite, Considerably, Pretty, Fairly
かは-によって違う	n3	03-n3	bunpro:かは-によって違う			sk:auto/n3	djg:bunpro/かは-によって違う	strict-deck; bunpro:かは-によって違う; 〜かは〜によって違う; Depends on, Changes depending on, Differ depending on
からこそ	n3	03-n3	bunpro:からこそ			sk:auto/n3	djg:bunpro/からこそ	strict-deck; bunpro:からこそ; からこそ; Emphasized because, Precisely because
から言うと	n3	03-n3	bunpro:から言うと			sk:auto/n3	djg:bunpro/から言うと	strict-deck; bunpro:から言うと; から言うと; Speaking in terms of, From the point of view of
がたい	n3	03-n3	bunpro:がたい			sk:auto/n3	djg:bunpro/がたい	strict-deck; bunpro:がたい; がたい; Hard to, Difficult to
がち	n3	03-n3	bunpro:がち			sk:auto/n3	djg:bunpro/がち	strict-deck; bunpro:がち; がち; Apt to do, Tend to do, Prone to do
きり	n3	03-n3	bunpro:きり			sk:auto/n3	djg:bunpro/きり	strict-deck; bunpro:きり; きり; Only, Just, Since
ぎみ	n3	03-n3	bunpro:ぎみ			sk:auto/n3	djg:bunpro/ぎみ	strict-deck; bunpro:ぎみ; ぎみ; Looking, Feeling a little, Touch of, Tending to, Slightly
くせに	n3	03-n3	bunpro:くせに			sk:auto/n3	djg:bunpro/くせに	strict-deck; bunpro:くせに; くせに; Even though, And yet, Despite
